Source Name	Characteristics [Generation]	Characteristics [Organism]	Characteristics [CellType]	Protocol REF	Protocol REF	Sample Name	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Material Type	Protocol REF	Hybridization Name	Array Design REF	Comment [Array Design URI]	Protocol REF	Factor Value [DevelopmentalStage]	Factor Value [Time]	Unit [TimeUnit]	Scan Name	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3A	P-TABM-1736	3A	total_RNA	P-TABM-1739	3A	biotin	synthetic_DNA	P-TABM-1738	1543031079_G	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	7	d	1543031079_G	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3A	P-TABM-1736	3A	total_RNA	P-TABM-1739	3A	biotin	synthetic_DNA	P-TABM-1738	1543031079_G	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	7	d	1543031079_G	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031054_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031054_F	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031054_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031054_F	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031079_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031079_B	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031079_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031079_B	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3B	P-TABM-1736	3B	total_RNA	P-TABM-1739	3B	biotin	synthetic_DNA	P-TABM-1738	1543031054_G	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	14	d	1543031054_G	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3B	P-TABM-1736	3B	total_RNA	P-TABM-1739	3B	biotin	synthetic_DNA	P-TABM-1738	1543031054_G	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	14	d	1543031054_G	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031084_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031084_D	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031084_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031084_D	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031087_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031087_E	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031087_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031087_E	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3B	P-TABM-1736	3B	total_RNA	P-TABM-1739	3B	biotin	synthetic_DNA	P-TABM-1738	1543031054_H	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	14	d	1543031054_H	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3B	P-TABM-1736	3B	total_RNA	P-TABM-1739	3B	biotin	synthetic_DNA	P-TABM-1738	1543031054_H	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	14	d	1543031054_H	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	  	P-TABM-1737	4	P-TABM-1736	4	total_RNA	P-TABM-1739	4	biotin	synthetic_DNA	P-TABM-1738	1543031054_A	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	undifferentiated	0	d	1543031054_A	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	  	P-TABM-1737	4	P-TABM-1736	4	total_RNA	P-TABM-1739	4	biotin	synthetic_DNA	P-TABM-1738	1543031054_A	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	undifferentiated	0	d	1543031054_A	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1B	P-TABM-1736	1B	total_RNA	P-TABM-1739	1B	biotin	synthetic_DNA	P-TABM-1738	1543031054_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	14	d	1543031054_D	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1B	P-TABM-1736	1B	total_RNA	P-TABM-1739	1B	biotin	synthetic_DNA	P-TABM-1738	1543031054_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	14	d	1543031054_D	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031080_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031080_B	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031080_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031080_B	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	  	P-TABM-1737	4	P-TABM-1736	4	total_RNA	P-TABM-1739	4	biotin	synthetic_DNA	P-TABM-1738	1543031031_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	undifferentiated	0	d	1543031031_B	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	  	P-TABM-1737	4	P-TABM-1736	4	total_RNA	P-TABM-1739	4	biotin	synthetic_DNA	P-TABM-1738	1543031031_B	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	undifferentiated	0	d	1543031031_B	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031080_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031080_D	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031080_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031080_D	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3A	P-TABM-1736	3A	total_RNA	P-TABM-1739	3A	biotin	synthetic_DNA	P-TABM-1738	1543031084_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	7	d	1543031084_F	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1735	P-TABM-1737	3A	P-TABM-1736	3A	total_RNA	P-TABM-1739	3A	biotin	synthetic_DNA	P-TABM-1738	1543031084_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	chondrogenesis	7	d	1543031084_F	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031080_C	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031080_C	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1A	P-TABM-1736	1A	total_RNA	P-TABM-1739	1A	biotin	synthetic_DNA	P-TABM-1738	1543031080_C	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	7	d	1543031080_C	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031054_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031054_E	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031054_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031054_E	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031087_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031087_F	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2B	P-TABM-1736	2B	total_RNA	P-TABM-1739	2B	biotin	synthetic_DNA	P-TABM-1738	1543031087_F	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	14	d	1543031087_F	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031079_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031079_E	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1734	P-TABM-1737	2A	P-TABM-1736	2A	total_RNA	P-TABM-1739	2A	biotin	synthetic_DNA	P-TABM-1738	1543031079_E	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	adipogenesis	7	d	1543031079_E	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1B	P-TABM-1736	1B	total_RNA	P-TABM-1739	1B	biotin	synthetic_DNA	P-TABM-1738	1543031031_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	14	d	1543031031_D	P-TABM-1740	Sample_Probe_Profile.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
Cell culture	3	Homo sapiens	mesenchymal stem cell	P-TABM-1733	P-TABM-1737	1B	P-TABM-1736	1B	total_RNA	P-TABM-1739	1B	biotin	synthetic_DNA	P-TABM-1738	1543031031_D	A-MEXP-525	http://www.ebi.ac.uk/aerep/result?queryFor=PhysicalArrayDesign&aAccession=A-MEXP-525	P-TABM-1741	osteogenesis	14	d	1543031031_D	P-TABM-1740	Sample_Probe_Profile_bg.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/TABM/E-TABM-318/E-TABM-318.processed.1.zip
